event_id,Alarm Text,Set,time,cluster_id_true,cause_event_id_true
277,ALARM55060-Tank vent valve failed to open at Tank 2.,1/1/26 11:21:09,12069.898,5,273
278,ALARM57081-SIS interlock recovery sequence initiated.,1/1/26 11:21:16,12076.68,7,276
279,ALARM56220-Analyzer trip advisory raised to SIS voter on Rack 2.,1/1/26 11:21:30,12090.804,14,-1
280,ALARM50120-Pre-reactor feed heater outlet temperature low on Train 1.,1/1/26 11:22:14,12134.405,8,274
281,ALARM57081-SIS interlock recovery sequence initiated.,1/1/26 11:22:22,12142.645,7,279
282,ALARM51021-Reactor temperature control valve hunting on Loop B1.,1/1/26 11:22:43,12163.274,1,280
283,ALARM51021-Reactor temperature control valve hunting on Loop A2.,1/1/26 11:24:35,12275.753,1,-1
284,ALARM55231-Inerting valve failed to regulate at Tank 4.,1/1/26 11:24:35,12275.753,13,277
285,ALARM51131-Reactor baffle washout suspected on Loop A1.,1/1/26 11:24:35,12275.753,9,282
286,ALARM55230-Tank blanket gas pressure low at Tank 2.,1/1/26 11:24:35,12275.753,13,272
287,ALARM51241-Flash drum level approach high before Column 2.,1/1/26 11:24:35,12275.753,15,282
288,ALARM51240-Column feed preheat outlet high on Train 1.,1/1/26 11:24:40,12280.936,15,283
289,ALARM57081-SIS interlock recovery sequence initiated.,1/1/26 11:24:58,12298.849,7,286
290,ALARM56071-Analyzer validation failed due to drift compensation limit.,1/1/26 11:26:16,12376.601,6,-1
291,ALARM53041-Column tray flooding tendency detected.,1/1/26 11:26:16,12376.601,3,287
292,ALARM52030-Catalyst dosing deviation at Unit 4.,1/1/26 11:26:16,12376.601,2,285
293,ALARM51130-Reactor agitator torque high on Vessel 8.,1/1/26 11:26:36,12396.583,9,283
294,ALARM54050-Heat exchanger approach temperature out of range (target=-1.317).,1/1/26 11:26:46,12406.692,4,292
295,ALARM52241-Fast loop sample lag detected before Analyzer 2.,1/1/26 11:26:58,12418.606,12,292
296,ALARM53040-Distillation column DP high (target=-0.230).,1/1/26 11:26:59,12419.636,3,288
297,ALARM56071-Analyzer validation failed due to drift compensation limit.,1/1/26 11:27:02,12422.368,6,295
298,ALARM55060-Tank vent valve failed to open at Tank 1.,1/1/26 11:27:25,12445.301,5,-1
299,ALARM52031-Catalyst screw feeder under-delivery at Hopper 3.,1/1/26 11:27:34,12454.95,2,293
300,ALARM55231-Inerting valve failed to regulate at Tank 3.,1/1/26 11:27:42,12462.021,13,298
301,ALARM56221-SIS input discrepancy on analyzer trip chain B1.,1/1/26 11:27:44,12464.266,14,297
302,ALARM57080-Plant switched to safety recovery after chained process faults.,1/1/26 11:27:52,12472.507,7,300
303,ALARM54050-Heat exchanger approach temperature out of range (target=1.138).,1/1/26 11:28:15,12495.497,4,299
304,ALARM52240-Sample probe conditioning temperature high on Stream B1.,1/1/26 11:28:35,12515.592,12,299
305,ALARM57080-Plant switched to safety recovery after chained process faults.,1/1/26 11:29:09,12549.4,7,301
306,ALARM56221-SIS input discrepancy on analyzer trip chain A2.,1/1/26 11:29:11,12551.91,14,290
307,ALARM57081-SIS interlock recovery sequence initiated.,1/1/26 11:29:58,12598.182,7,306
308,ALARM54121-Transfer pump minimum flow bypass opening at Tank 4.,1/1/26 11:30:04,12604.778,11,303
309,ALARM55061-Tank vent pressure transmitter mismatch at Tank 4.,1/1/26 11:30:31,12631.5,5,308
310,ALARM55231-Inerting valve failed to regulate at Tank 2.,1/1/26 11:31:20,12680.004,13,309
311,ALARM57081-SIS interlock recovery sequence initiated.,1/1/26 11:31:35,12695.541,7,284
312,ALARM52241-Fast loop sample lag detected before Analyzer 2.,1/1/26 11:31:49,12709.588,12,-1
313,ALARM57081-SIS interlock recovery sequence initiated.,1/1/26 11:31:49,12709.588,7,310
314,ALARM52031-Catalyst screw feeder under-delivery at Hopper 3.,1/1/26 11:34:56,12896.864,2,-1
315,ALARM54050-Heat exchanger approach temperature out of range (target=0.001).,1/1/26 11:35:07,12907.159,4,314
316,ALARM52240-Sample probe conditioning temperature high on Stream A2.,1/1/26 11:35:32,12932.729,12,314
317,ALARM56070-Online analyzer quality outlier on Stream B1.,1/1/26 11:36:43,13003.609,6,316
318,ALARM56220-Analyzer trip advisory raised to SIS voter on Rack 4.,1/1/26 11:37:21,13041.054,14,317
319,ALARM54120-Product run-down line temperature high before Tank 2.,1/1/26 11:38:09,13089.316,11,315
320,ALARM57080-Plant switched to safety recovery after chained process faults.,1/1/26 11:38:20,13100.441,7,318
321,ALARM55061-Tank vent pressure transmitter mismatch at Tank 2.,1/1/26 11:39:08,13148.795,5,319
322,ALARM55231-Inerting valve failed to regulate at Tank 2.,1/1/26 11:40:07,13207.359,13,-1
323,ALARM57080-Plant switched to safety recovery after chained process faults.,1/1/26 11:40:32,13232.517,7,322
324,ALARM55060-Tank vent valve failed to open at Tank 4.,1/1/26 11:41:56,13316.999,5,-1
325,ALARM55230-Tank blanket gas pressure low at Tank 2.,1/1/26 11:42:10,13331.0,13,324
326,ALARM57080-Plant switched to safety recovery after chained process faults.,1/1/26 11:43:44,13424.157,7,325
327,ALARM50011-Feed pump discharge pressure ripple detected on Train 4.,1/1/26 11:47:08,13628.882,0,-1
328,ALARM50120-Pre-reactor feed heater outlet temperature low on Train 1.,1/1/26 11:47:23,13643.285,8,327
329,ALARM51020-Reactor jacket temperature drift at Vessel 5.,1/1/26 11:49:08,13748.424,1,-1
330,ALARM51241-Flash drum level approach high before Column 1.,1/1/26 11:53:07,13987.629,15,329
331,ALARM53041-Column tray flooding tendency detected.,1/1/26 11:53:44,14024.898,3,330
332,ALARM52241-Fast loop sample lag detected before Analyzer 1.,1/1/26 11:53:50,14030.404,12,-1
333,ALARM51241-Flash drum level approach high before Column 3.,1/1/26 11:54:11,14051.057,15,-1
334,ALARM56071-Analyzer validation failed due to drift compensation limit.,1/1/26 11:54:16,14056.86,6,332
335,ALARM56220-Analyzer trip advisory raised to SIS voter on Rack 4.,1/1/26 11:55:33,14133.52,14,334
336,ALARM57080-Plant switched to safety recovery after chained process faults.,1/1/26 11:56:12,14172.027,7,335
337,ALARM50011-Feed pump discharge pressure ripple detected on Train 2.,1/1/26 11:58:02,14282.706,0,-1
338,ALARM50010-Feed pump flow oscillation above limit on Train 4.,1/1/26 12:00:21,14421.277,0,-1
339,ALARM50121-Feed surge drum level oscillation before Vessel 1.,1/1/26 12:00:46,14446.413,8,338
340,ALARM51021-Reactor temperature control valve hunting on Loop A2.,1/1/26 12:00:47,14447.865,1,339
341,ALARM51240-Column feed preheat outlet high on Train 1.,1/1/26 12:01:15,14475.038,15,340
342,ALARM57081-SIS interlock recovery sequence initiated.,1/1/26 12:02:00,14520.599,7,-1
343,ALARM54121-Transfer pump minimum flow bypass opening at Tank 1.,1/1/26 12:02:17,14537.433,11,-1
344,ALARM55060-Tank vent valve failed to open at Tank 2.,1/1/26 12:04:15,14655.694,5,343
345,ALARM55231-Inerting valve failed to regulate at Tank 2.,1/1/26 12:04:21,14661.48,13,344
346,ALARM57081-SIS interlock recovery sequence initiated.,1/1/26 12:04:22,14662.18,7,345
347,ALARM54050-Heat exchanger approach temperature out of range (target=-1.102).,1/1/26 12:04:35,14675.423,4,-1
348,ALARM50011-Feed pump discharge pressure ripple detected on Train 4.,1/1/26 12:12:36,15156.613,0,-1
349,ALARM50120-Pre-reactor feed heater outlet temperature low on Train 2.,1/1/26 12:13:13,15193.303,8,348
350,ALARM51021-Reactor temperature control valve hunting on Loop A2.,1/1/26 12:13:15,15195.365,1,349
351,ALARM57081-SIS interlock recovery sequence initiated.,1/1/26 12:15:50,15350.441,7,-1
352,ALARM50121-Feed surge drum level oscillation before Vessel 12.,1/1/26 12:18:46,15526.003,8,-1
353,ALARM51240-Column feed preheat outlet high on Train 4.,1/1/26 12:18:46,15526.003,15,350
354,ALARM53040-Distillation column DP high (target=0.347).,1/1/26 12:18:55,15535.464,3,353
355,ALARM50011-Feed pump discharge pressure ripple detected on Train 1.,1/1/26 12:19:59,15599.743,0,-1
356,ALARM50121-Feed surge drum level oscillation before Vessel 4.,1/1/26 12:20:12,15612.041,8,355
357,ALARM51020-Reactor jacket temperature drift at Vessel 1.,1/1/26 12:21:06,15666.954,1,356
358,ALARM51241-Flash drum level approach high before Column 2.,1/1/26 12:24:09,15849.929,15,357
359,ALARM50010-Feed pump flow oscillation above limit on Train 1.,1/1/26 12:25:41,15941.142,0,-1
360,ALARM50121-Feed surge drum level oscillation before Vessel 1.,1/1/26 12:26:10,15970.082,8,359
361,ALARM51021-Reactor temperature control valve hunting on Loop B2.,1/1/26 12:26:17,15977.149,1,360
362,ALARM51240-Column feed preheat outlet high on Train 1.,1/1/26 12:26:33,15993.574,15,361
363,ALARM51131-Reactor baffle washout suspected on Loop A2.,1/1/26 12:27:22,16042.6,9,361
364,ALARM52031-Catalyst screw feeder under-delivery at Hopper 1.,1/1/26 12:29:05,16145.39,2,363
365,ALARM54051-Heat exchanger fouling factor rising beyond control band.,1/1/26 12:29:12,16152.76,4,-1
366,ALARM54120-Product run-down line temperature high before Tank 1.,1/1/26 12:29:18,16158.078,11,365
367,ALARM54051-Heat exchanger fouling factor rising beyond control band.,1/1/26 12:29:20,16160.515,4,364
368,ALARM54121-Transfer pump minimum flow bypass opening at Tank 3.,1/1/26 12:29:48,16188.118,11,367
369,ALARM55061-Tank vent pressure transmitter mismatch at Tank 3.,1/1/26 12:30:07,16207.399,5,368
370,ALARM55230-Tank blanket gas pressure low at Tank 1.,1/1/26 12:30:21,16221.967,13,369
371,ALARM55060-Tank vent valve failed to open at Tank 4.,1/1/26 12:33:10,16390.076,5,366
372,ALARM55231-Inerting valve failed to regulate at Tank 2.,1/1/26 12:34:03,16443.36,13,371
373,ALARM57080-Plant switched to safety recovery after chained process faults.,1/1/26 12:35:52,16552.333,7,372
374,ALARM57080-Plant switched to safety recovery after chained process faults.,1/1/26 12:38:10,16690.876,7,-1
375,ALARM54051-Heat exchanger fouling factor rising beyond control band.,1/1/26 12:42:35,16955.114,4,-1
376,ALARM55230-Tank blanket gas pressure low at Tank 1.,1/1/26 12:42:49,16969.032,13,-1
377,ALARM55061-Tank vent pressure transmitter mismatch at Tank 2.,1/1/26 12:47:14,17234.23,5,-1
378,ALARM57081-SIS interlock recovery sequence initiated.,1/1/26 12:47:14,17234.23,7,376
379,ALARM55231-Inerting valve failed to regulate at Tank 4.,1/1/26 12:47:52,17272.641,13,377
380,ALARM57080-Plant switched to safety recovery after chained process faults.,1/1/26 12:49:22,17362.428,7,379
381,ALARM53040-Distillation column DP high (target=1.478).,1/1/26 12:49:28,17368.175,3,-1
382,ALARM53120-Column overhead pressure high (limit=0.557).,1/1/26 12:49:59,17399.346,10,381
383,ALARM54050-Heat exchanger approach temperature out of range (target=-1.211).,1/1/26 12:50:09,17409.197,4,382
384,ALARM50010-Feed pump flow oscillation above limit on Train 1.,1/1/26 12:50:13,17413.932,0,-1
385,ALARM51021-Reactor temperature control valve hunting on Loop B2.,1/1/26 12:50:16,17416.206,1,-1
386,ALARM51130-Reactor agitator torque high on Vessel 10.,1/1/26 12:50:32,17432.305,9,385
387,ALARM51240-Column feed preheat outlet high on Train 3.,1/1/26 12:51:42,17502.855,15,385
388,ALARM52031-Catalyst screw feeder under-delivery at Hopper 2.,1/1/26 12:53:51,17631.153,2,386
389,ALARM52241-Fast loop sample lag detected before Analyzer 3.,1/1/26 12:54:20,17660.248,12,388
390,ALARM54050-Heat exchanger approach temperature out of range (target=0.342).,1/1/26 12:55:03,17703.448,4,-1
391,ALARM54050-Heat exchanger approach temperature out of range (target=-0.711).,1/1/26 12:55:03,17703.448,4,388
392,ALARM54121-Transfer pump minimum flow bypass opening at Tank 1.,1/1/26 12:55:36,17736.99,11,390
393,ALARM52031-Catalyst screw feeder under-delivery at Hopper 3.,1/1/26 12:55:57,17757.95,2,-1
394,ALARM55061-Tank vent pressure transmitter mismatch at Tank 1.,1/1/26 12:55:57,17757.95,5,392
395,ALARM52241-Fast loop sample lag detected before Analyzer 2.,1/1/26 12:56:00,17760.001,12,393
396,ALARM56070-Online analyzer quality outlier on Stream B2.,1/1/26 12:56:14,17774.961,6,395
397,ALARM56071-Analyzer validation failed due to drift compensation limit.,1/1/26 12:56:19,17779.587,6,-1
398,ALARM56220-Analyzer trip advisory raised to SIS voter on Rack 3.,1/1/26 12:58:18,17898.201,14,397
399,ALARM57081-SIS interlock recovery sequence initiated.,1/1/26 12:58:27,17907.863,7,398
400,ALARM57080-Plant switched to safety recovery after chained process faults.,1/1/26 12:58:34,17914.584,7,-1
401,ALARM52030-Catalyst dosing deviation at Unit 2.,1/1/26 12:58:59,17939.053,2,-1
402,ALARM54050-Heat exchanger approach temperature out of range (target=1.106).,1/1/26 12:59:18,17958.617,4,401
403,ALARM53041-Column tray flooding tendency detected.,1/1/26 13:00:57,18057.929,3,-1
404,ALARM53120-Column overhead pressure high (limit=-1.475).,1/1/26 13:03:36,18216.938,10,403
405,ALARM54051-Heat exchanger fouling factor rising beyond control band.,1/1/26 13:03:44,18224.1,4,404
406,ALARM54121-Transfer pump minimum flow bypass opening at Tank 2.,1/1/26 13:04:27,18267.362,11,405
407,ALARM55060-Tank vent valve failed to open at Tank 1.,1/1/26 13:04:50,18290.695,5,406
408,ALARM55231-Inerting valve failed to regulate at Tank 2.,1/1/26 13:05:42,18342.909,13,407
409,ALARM57080-Plant switched to safety recovery after chained process faults.,1/1/26 13:11:07,18667.571,7,408
410,ALARM50120-Pre-reactor feed heater outlet temperature low on Train 4.,1/1/26 13:11:49,18709.781,8,-1
411,ALARM51021-Reactor temperature control valve hunting on Loop B2.,1/1/26 13:12:05,18725.52,1,410
412,ALARM51131-Reactor baffle washout suspected on Loop A2.,1/1/26 13:12:14,18734.18,9,411
413,ALARM52031-Catalyst screw feeder under-delivery at Hopper 1.,1/1/26 13:12:15,18735.886,2,412
414,ALARM51020-Reactor jacket temperature drift at Vessel 3.,1/1/26 13:12:31,18751.193,1,-1
415,ALARM52240-Sample probe conditioning temperature high on Stream B1.,1/1/26 13:12:31,18751.193,12,413
416,ALARM51131-Reactor baffle washout suspected on Loop A2.,1/1/26 13:12:47,18767.657,9,414
417,ALARM52031-Catalyst screw feeder under-delivery at Hopper 3.,1/1/26 13:12:49,18769.755,2,416
418,ALARM56070-Online analyzer quality outlier on Stream A1.,1/1/26 13:12:51,18771.657,6,415
419,ALARM54050-Heat exchanger approach temperature out of range (target=1.266).,1/1/26 13:13:05,18785.523,4,413
420,ALARM51241-Flash drum level approach high before Column 2.,1/1/26 13:13:23,18803.146,15,414
421,ALARM54121-Transfer pump minimum flow bypass opening at Tank 3.,1/1/26 13:13:34,18814.203,11,419
422,ALARM52241-Fast loop sample lag detected before Analyzer 1.,1/1/26 13:13:48,18828.629,12,417
423,ALARM56070-Online analyzer quality outlier on Stream B1.,1/1/26 13:14:06,18846.164,6,422
424,ALARM53040-Distillation column DP high (target=-0.848).,1/1/26 13:14:09,18849.235,3,420
425,ALARM56221-SIS input discrepancy on analyzer trip chain A1.,1/1/26 13:15:21,18921.153,14,423
426,ALARM55061-Tank vent pressure transmitter mismatch at Tank 2.,1/1/26 13:15:37,18937.49,5,421
427,ALARM55230-Tank blanket gas pressure low at Tank 3.,1/1/26 13:16:08,18968.955,13,426
428,ALARM56220-Analyzer trip advisory raised to SIS voter on Rack 2.,1/1/26 13:18:04,19084.104,14,418
429,ALARM57080-Plant switched to safety recovery after chained process faults.,1/1/26 13:18:26,19106.68,7,425
430,ALARM57080-Plant switched to safety recovery after chained process faults.,1/1/26 13:18:39,19119.81,7,427
431,ALARM57080-Plant switched to safety recovery after chained process faults.,1/1/26 13:19:46,19186.63,7,428
432,ALARM55060-Tank vent valve failed to open at Tank 1.,1/1/26 13:21:06,19266.69,5,-1
433,ALARM55231-Inerting valve failed to regulate at Tank 3.,1/1/26 13:21:07,19267.758,13,432
434,ALARM57081-SIS interlock recovery sequence initiated.,1/1/26 13:21:37,19297.002,7,433
435,ALARM50010-Feed pump flow oscillation above limit on Train 3.,1/1/26 13:21:54,19314.595,0,-1
436,ALARM50120-Pre-reactor feed heater outlet temperature low on Train 3.,1/1/26 13:22:05,19325.679,8,435
437,ALARM51020-Reactor jacket temperature drift at Vessel 2.,1/1/26 13:22:12,19332.008,1,436
438,ALARM51131-Reactor baffle washout suspected on Loop A1.,1/1/26 13:22:38,19358.296,9,437
439,ALARM51241-Flash drum level approach high before Column 3.,1/1/26 13:22:41,19361.974,15,437
440,ALARM52030-Catalyst dosing deviation at Unit 4.,1/1/26 13:23:27,19407.004,2,438
441,ALARM54051-Heat exchanger fouling factor rising beyond control band.,1/1/26 13:23:35,19415.63,4,440
442,ALARM52241-Fast loop sample lag detected before Analyzer 2.,1/1/26 13:23:52,19432.891,12,440
443,ALARM53040-Distillation column DP high (target=-0.158).,1/1/26 13:23:54,19434.594,3,439
444,ALARM52031-Catalyst screw feeder under-delivery at Hopper 1.,1/1/26 13:25:26,19526.308,2,-1
445,ALARM54051-Heat exchanger fouling factor rising beyond control band.,1/1/26 13:25:33,19533.617,4,444
446,ALARM52241-Fast loop sample lag detected before Analyzer 3.,1/1/26 13:25:52,19552.776,12,444
447,ALARM56070-Online analyzer quality outlier on Stream B1.,1/1/26 13:26:37,19597.646,6,446
448,ALARM50011-Feed pump discharge pressure ripple detected on Train 4.,1/1/26 13:26:41,19601.363,0,-1
449,ALARM50120-Pre-reactor feed heater outlet temperature low on Train 3.,1/1/26 13:27:06,19626.319,8,448
450,ALARM51020-Reactor jacket temperature drift at Vessel 7.,1/1/26 13:27:13,19633.637,1,449
451,ALARM51130-Reactor agitator torque high on Vessel 9.,1/1/26 13:28:34,19714.693,9,450
452,ALARM52030-Catalyst dosing deviation at Unit 4.,1/1/26 13:28:51,19731.169,2,451
453,ALARM51241-Flash drum level approach high before Column 3.,1/1/26 13:29:03,19743.603,15,450
454,ALARM55060-Tank vent valve failed to open at Tank 1.,1/1/26 13:30:54,19854.513,5,-1
455,ALARM54050-Heat exchanger approach temperature out of range (target=-0.150).,1/1/26 13:30:54,19854.513,4,452
456,ALARM52240-Sample probe conditioning temperature high on Stream B2.,1/1/26 13:30:54,19854.513,12,452
457,ALARM53040-Distillation column DP high (target=0.868).,1/1/26 13:30:54,19854.513,3,453
458,ALARM51130-Reactor agitator torque high on Vessel 11.,1/1/26 13:31:40,19900.283,9,-1
459,ALARM54120-Product run-down line temperature high before Tank 4.,1/1/26 13:31:40,19900.283,11,455
460,ALARM51131-Reactor baffle washout suspected on Loop B2.,1/1/26 13:33:38,20018.869,9,-1
461,ALARM56071-Analyzer validation failed due to drift compensation limit.,1/1/26 13:33:38,20018.869,6,456
462,ALARM55230-Tank blanket gas pressure low at Tank 2.,1/1/26 13:33:38,20018.869,13,454
463,ALARM51131-Reactor baffle washout suspected on Loop A2.,1/1/26 13:35:20,20120.665,9,-1
464,ALARM53120-Column overhead pressure high (limit=0.172).,1/1/26 13:35:20,20120.665,10,457
465,ALARM55060-Tank vent valve failed to open at Tank 3.,1/1/26 13:35:20,20120.665,5,459
466,ALARM54050-Heat exchanger approach temperature out of range (target=-0.803).,1/1/26 13:35:26,20126.145,4,464
467,ALARM52030-Catalyst dosing deviation at Unit 2.,1/1/26 13:36:05,20165.396,2,463
468,ALARM54050-Heat exchanger approach temperature out of range (target=-1.302).,1/1/26 13:36:10,20170.488,4,467
469,ALARM52240-Sample probe conditioning temperature high on Stream A1.,1/1/26 13:36:17,20177.084,12,467
470,ALARM55230-Tank blanket gas pressure low at Tank 1.,1/1/26 13:36:22,20182.145,13,465
471,ALARM56071-Analyzer validation failed due to drift compensation limit.,1/1/26 13:36:49,20209.729,6,469
472,ALARM56220-Analyzer trip advisory raised to SIS voter on Rack 4.,1/1/26 13:36:53,20213.856,14,471
473,ALARM57080-Plant switched to safety recovery after chained process faults.,1/1/26 13:37:07,20227.134,7,470
474,ALARM54121-Transfer pump minimum flow bypass opening at Tank 1.,1/1/26 13:37:14,20234.667,11,466
475,ALARM52030-Catalyst dosing deviation at Unit 1.,1/1/26 13:37:47,20267.241,2,460
476,ALARM54050-Heat exchanger approach temperature out of range (target=-0.007).,1/1/26 13:37:56,20276.538,4,475
477,ALARM55060-Tank vent valve failed to open at Tank 1.,1/1/26 13:37:56,20276.858,5,474
478,ALARM52240-Sample probe conditioning temperature high on Stream A1.,1/1/26 13:38:00,20280.521,12,475
479,ALARM56221-SIS input discrepancy on analyzer trip chain B1.,1/1/26 13:38:17,20297.355,14,461
480,ALARM57080-Plant switched to safety recovery after chained process faults.,1/1/26 13:38:19,20299.997,7,479
481,ALARM57080-Plant switched to safety recovery after chained process faults.,1/1/26 13:43:06,20586.479,7,472
482,ALARM56071-Analyzer validation failed due to drift compensation limit.,1/1/26 13:44:09,20649.276,6,-1
483,ALARM51241-Flash drum level approach high before Column 3.,1/1/26 13:45:12,20712.227,15,-1
484,ALARM53041-Column tray flooding tendency detected.,1/1/26 13:46:27,20787.599,3,483
485,ALARM53120-Column overhead pressure high (limit=0.181).,1/1/26 13:48:08,20888.822,10,484
486,ALARM54051-Heat exchanger fouling factor rising beyond control band.,1/1/26 13:48:35,20915.683,4,485
487,ALARM54120-Product run-down line temperature high before Tank 4.,1/1/26 13:49:18,20958.52,11,486
488,ALARM55061-Tank vent pressure transmitter mismatch at Tank 3.,1/1/26 13:51:02,21062.899,5,487
489,ALARM55231-Inerting valve failed to regulate at Tank 2.,1/1/26 13:56:23,21383.711,13,488
490,ALARM57081-SIS interlock recovery sequence initiated.,1/1/26 13:57:05,21425.861,7,489
491,ALARM50011-Feed pump discharge pressure ripple detected on Train 3.,1/1/26 14:01:34,21694.586,0,-1
492,ALARM52031-Catalyst screw feeder under-delivery at Hopper 2.,1/1/26 14:02:45,21765.45,2,-1
493,ALARM54050-Heat exchanger approach temperature out of range (target=0.641).,1/1/26 14:03:12,21792.911,4,492
494,ALARM54120-Product run-down line temperature high before Tank 3.,1/1/26 14:04:30,21870.292,11,493
495,ALARM55060-Tank vent valve failed to open at Tank 4.,1/1/26 14:04:57,21897.105,5,494
496,ALARM55230-Tank blanket gas pressure low at Tank 3.,1/1/26 14:10:03,22203.997,13,495
497,ALARM57081-SIS interlock recovery sequence initiated.,1/1/26 14:11:06,22266.199,7,496
498,ALARM56070-Online analyzer quality outlier on Stream B2.,1/1/26 14:13:00,22380.23,6,-1
499,ALARM56221-SIS input discrepancy on analyzer trip chain B2.,1/1/26 14:13:57,22437.01,14,498
500,ALARM57081-SIS interlock recovery sequence initiated.,1/1/26 14:14:48,22488.602,7,499
