event_id,Alarm Text,Set,time,cluster_id_true,cause_event_id_true
278,ALARM54050-Heat exchanger approach temperature out of range (target=0.622).,1/1/26 10:06:45,7605.027,4,268
279,ALARM54121-Transfer pump minimum flow bypass opening at Tank 4.,1/1/26 10:06:47,7607.728,11,264
280,ALARM54120-Product run-down line temperature high before Tank 3.,1/1/26 10:06:53,7613.571,11,252
281,ALARM55060-Tank vent valve failed to open at Tank 1.,1/1/26 10:07:04,7624.324,5,259
282,ALARM56070-Online analyzer quality outlier on Stream B2.,1/1/26 10:07:11,7631.864,6,262
283,ALARM55231-Inerting valve failed to regulate at Tank 3.,1/1/26 10:07:14,7634.915,13,277
284,ALARM56220-Analyzer trip advisory raised to SIS voter on Rack 1.,1/1/26 10:07:15,7635.197,14,282
285,ALARM55061-Tank vent pressure transmitter mismatch at Tank 4.,1/1/26 10:07:19,7639.984,5,280
286,ALARM55230-Tank blanket gas pressure low at Tank 4.,1/1/26 10:07:22,7642.354,13,285
287,ALARM54051-Heat exchanger fouling factor rising beyond control band.,1/1/26 10:07:29,7649.879,4,264
288,ALARM55061-Tank vent pressure transmitter mismatch at Tank 2.,1/1/26 10:07:32,7652.935,5,276
289,ALARM55061-Tank vent pressure transmitter mismatch at Tank 3.,1/1/26 10:07:34,7654.927,5,269
290,ALARM55230-Tank blanket gas pressure low at Tank 1.,1/1/26 10:07:37,7657.055,13,289
291,ALARM56221-SIS input discrepancy on analyzer trip chain A2.,1/1/26 10:07:37,7657.561,14,267
292,ALARM57080-Plant switched to safety recovery after chained process faults.,1/1/26 10:07:43,7663.945,7,272
293,ALARM57080-Plant switched to safety recovery after chained process faults.,1/1/26 10:13:38,8018.107,7,-1
294,ALARM57080-Plant switched to safety recovery after chained process faults.,1/1/26 10:13:38,8018.107,7,291
295,ALARM56070-Online analyzer quality outlier on Stream B2.,1/1/26 10:13:38,8018.107,6,273
296,ALARM55230-Tank blanket gas pressure low at Tank 4.,1/1/26 10:13:38,8018.107,13,281
297,ALARM57081-SIS interlock recovery sequence initiated.,1/1/26 10:13:38,8018.107,7,284
298,ALARM55061-Tank vent pressure transmitter mismatch at Tank 3.,1/1/26 10:13:38,8018.107,5,279
299,ALARM54121-Transfer pump minimum flow bypass opening at Tank 2.,1/1/26 10:13:38,8018.107,11,271
300,ALARM57081-SIS interlock recovery sequence initiated.,1/1/26 10:13:38,8018.107,7,290
301,ALARM54121-Transfer pump minimum flow bypass opening at Tank 3.,1/1/26 10:13:38,8018.107,11,270
302,ALARM57080-Plant switched to safety recovery after chained process faults.,1/1/26 10:13:38,8018.107,7,286
303,ALARM55230-Tank blanket gas pressure low at Tank 3.,1/1/26 10:14:02,8042.185,13,298
304,ALARM55061-Tank vent pressure transmitter mismatch at Tank 4.,1/1/26 10:14:52,8092.854,5,299
305,ALARM54051-Heat exchanger fouling factor rising beyond control band.,1/1/26 10:14:57,8097.615,4,-1
306,ALARM57081-SIS interlock recovery sequence initiated.,1/1/26 10:15:01,8101.139,7,303
307,ALARM56221-SIS input discrepancy on analyzer trip chain B1.,1/1/26 10:15:20,8120.073,14,295
308,ALARM55231-Inerting valve failed to regulate at Tank 2.,1/1/26 10:16:00,8160.231,13,304
309,ALARM55061-Tank vent pressure transmitter mismatch at Tank 3.,1/1/26 10:16:19,8179.009,5,301
310,ALARM57081-SIS interlock recovery sequence initiated.,1/1/26 10:16:22,8182.957,7,307
311,ALARM57080-Plant switched to safety recovery after chained process faults.,1/1/26 10:16:23,8183.72,7,308
312,ALARM53041-Column tray flooding tendency detected.,1/1/26 10:18:00,8280.678,3,-1
313,ALARM55230-Tank blanket gas pressure low at Tank 2.,1/1/26 10:18:00,8280.678,13,309
314,ALARM57080-Plant switched to safety recovery after chained process faults.,1/1/26 10:19:16,8356.006,7,313
315,ALARM54050-Heat exchanger approach temperature out of range (target=0.530).,1/1/26 10:19:28,8368.135,4,312
316,ALARM53120-Column overhead pressure high (limit=0.972).,1/1/26 10:20:46,8446.908,10,312
317,ALARM54121-Transfer pump minimum flow bypass opening at Tank 4.,1/1/26 10:21:47,8507.186,11,316
318,ALARM55060-Tank vent valve failed to open at Tank 1.,1/1/26 10:22:00,8520.02,5,317
319,ALARM54050-Heat exchanger approach temperature out of range (target=0.569).,1/1/26 10:22:50,8570.233,4,316
320,ALARM54121-Transfer pump minimum flow bypass opening at Tank 3.,1/1/26 10:23:32,8612.131,11,319
321,ALARM55060-Tank vent valve failed to open at Tank 3.,1/1/26 10:24:04,8644.937,5,320
322,ALARM55230-Tank blanket gas pressure low at Tank 3.,1/1/26 10:24:53,8693.415,13,321
323,ALARM57080-Plant switched to safety recovery after chained process faults.,1/1/26 10:25:11,8711.651,7,322
324,ALARM55061-Tank vent pressure transmitter mismatch at Tank 1.,1/1/26 10:26:51,8811.031,5,-1
325,ALARM55231-Inerting valve failed to regulate at Tank 2.,1/1/26 10:26:54,8814.322,13,324
326,ALARM57081-SIS interlock recovery sequence initiated.,1/1/26 10:28:09,8889.954,7,325
327,ALARM51021-Reactor temperature control valve hunting on Loop A2.,1/1/26 10:31:33,9093.411,1,-1
328,ALARM51131-Reactor baffle washout suspected on Loop B2.,1/1/26 10:32:15,9135.197,9,327
329,ALARM50010-Feed pump flow oscillation above limit on Train 4.,1/1/26 10:33:06,9186.993,0,-1
330,ALARM52241-Fast loop sample lag detected before Analyzer 2.,1/1/26 10:33:21,9201.039,12,-1
331,ALARM52030-Catalyst dosing deviation at Unit 4.,1/1/26 10:36:28,9388.316,2,-1
332,ALARM54050-Heat exchanger approach temperature out of range (target=-0.167).,1/1/26 10:36:36,9396.947,4,331
333,ALARM52240-Sample probe conditioning temperature high on Stream A1.,1/1/26 10:38:01,9481.71,12,331
334,ALARM57081-SIS interlock recovery sequence initiated.,1/1/26 10:43:40,9820.846,7,-1
335,ALARM52031-Catalyst screw feeder under-delivery at Hopper 1.,1/1/26 10:44:18,9858.761,2,-1
336,ALARM55231-Inerting valve failed to regulate at Tank 4.,1/1/26 10:45:17,9917.325,13,-1
337,ALARM54050-Heat exchanger approach temperature out of range (target=-0.486).,1/1/26 10:45:17,9917.325,4,335
338,ALARM57080-Plant switched to safety recovery after chained process faults.,1/1/26 10:45:42,9942.91,7,336
339,ALARM55061-Tank vent pressure transmitter mismatch at Tank 3.,1/1/26 10:47:07,10027.392,5,-1
340,ALARM55230-Tank blanket gas pressure low at Tank 2.,1/1/26 10:47:12,10032.104,13,339
341,ALARM57081-SIS interlock recovery sequence initiated.,1/1/26 10:48:46,10126.845,7,340
342,ALARM50010-Feed pump flow oscillation above limit on Train 2.,1/1/26 10:52:11,10331.57,0,-1
343,ALARM50120-Pre-reactor feed heater outlet temperature low on Train 1.,1/1/26 10:52:35,10355.76,8,342
344,ALARM51240-Column feed preheat outlet high on Train 3.,1/1/26 10:53:48,10428.944,15,343
345,ALARM53041-Column tray flooding tendency detected.,1/1/26 10:54:52,10492.882,3,344
346,ALARM53121-Condenser cooling water valve saturated on Column 2.,1/1/26 10:58:18,10698.678,10,345
347,ALARM54120-Product run-down line temperature high before Tank 2.,1/1/26 10:58:25,10705.008,11,346
348,ALARM54051-Heat exchanger fouling factor rising beyond control band.,1/1/26 10:58:44,10724.843,4,346
349,ALARM55061-Tank vent pressure transmitter mismatch at Tank 2.,1/1/26 10:59:03,10743.099,5,347
350,ALARM55231-Inerting valve failed to regulate at Tank 4.,1/1/26 10:59:09,10749.609,13,349
351,ALARM57080-Plant switched to safety recovery after chained process faults.,1/1/26 10:59:43,10783.818,7,350
352,ALARM50011-Feed pump discharge pressure ripple detected on Train 4.,1/1/26 11:01:34,10894.498,0,-1
353,ALARM54120-Product run-down line temperature high before Tank 4.,1/1/26 11:01:34,10894.498,11,348
354,ALARM55061-Tank vent pressure transmitter mismatch at Tank 3.,1/1/26 11:01:36,10896.857,5,353
355,ALARM55231-Inerting valve failed to regulate at Tank 4.,1/1/26 11:02:00,10920.398,13,354
356,ALARM57080-Plant switched to safety recovery after chained process faults.,1/1/26 11:02:05,10925.103,7,355
357,ALARM51021-Reactor temperature control valve hunting on Loop A1.,1/1/26 11:02:21,10941.134,1,352
358,ALARM51240-Column feed preheat outlet high on Train 3.,1/1/26 11:02:39,10959.723,15,357
359,ALARM51131-Reactor baffle washout suspected on Loop A2.,1/1/26 11:02:48,10968.307,9,357
360,ALARM52031-Catalyst screw feeder under-delivery at Hopper 3.,1/1/26 11:02:55,10975.365,2,359
361,ALARM53041-Column tray flooding tendency detected.,1/1/26 11:03:40,11020.901,3,358
362,ALARM53121-Condenser cooling water valve saturated on Column 3.,1/1/26 11:03:41,11021.554,10,361
363,ALARM54051-Heat exchanger fouling factor rising beyond control band.,1/1/26 11:03:44,11024.22,4,361
364,ALARM54050-Heat exchanger approach temperature out of range (target=1.159).,1/1/26 11:03:54,11034.854,4,362
365,ALARM54050-Heat exchanger approach temperature out of range (target=-0.718).,1/1/26 11:04:39,11079.048,4,360
366,ALARM54121-Transfer pump minimum flow bypass opening at Tank 2.,1/1/26 11:05:06,11106.41,11,365
367,ALARM54120-Product run-down line temperature high before Tank 4.,1/1/26 11:05:08,11108.956,11,362
368,ALARM55060-Tank vent valve failed to open at Tank 1.,1/1/26 11:05:18,11118.315,5,367
369,ALARM52241-Fast loop sample lag detected before Analyzer 3.,1/1/26 11:05:26,11126.71,12,360
370,ALARM57081-SIS interlock recovery sequence initiated.,1/1/26 11:08:01,11281.786,7,-1
371,ALARM56070-Online analyzer quality outlier on Stream A2.,1/1/26 11:08:01,11281.786,6,369
372,ALARM55060-Tank vent valve failed to open at Tank 4.,1/1/26 11:08:01,11281.786,5,366
373,ALARM55230-Tank blanket gas pressure low at Tank 2.,1/1/26 11:08:42,11322.24,13,372
374,ALARM57080-Plant switched to safety recovery after chained process faults.,1/1/26 11:08:48,11328.995,7,373
375,ALARM56221-SIS input discrepancy on analyzer trip chain B2.,1/1/26 11:11:17,11477.228,14,371
376,ALARM54121-Transfer pump minimum flow bypass opening at Tank 4.,1/1/26 11:11:39,11499.45,11,363
377,ALARM57080-Plant switched to safety recovery after chained process faults.,1/1/26 11:12:19,11539.827,7,375
378,ALARM55061-Tank vent pressure transmitter mismatch at Tank 4.,1/1/26 11:12:28,11548.136,5,376
379,ALARM55230-Tank blanket gas pressure low at Tank 1.,1/1/26 11:12:39,11559.654,13,378
380,ALARM57081-SIS interlock recovery sequence initiated.,1/1/26 11:15:37,11737.598,7,379
381,ALARM51131-Reactor baffle washout suspected on Loop A2.,1/1/26 11:18:25,11905.697,9,-1
382,ALARM52031-Catalyst screw feeder under-delivery at Hopper 2.,1/1/26 11:18:33,11913.924,2,381
383,ALARM52241-Fast loop sample lag detected before Analyzer 2.,1/1/26 11:19:50,11990.524,12,382
384,ALARM56071-Analyzer validation failed due to drift compensation limit.,1/1/26 11:20:11,12011.703,6,383
385,ALARM56221-SIS input discrepancy on analyzer trip chain A1.,1/1/26 11:22:20,12140.61,14,384
386,ALARM51240-Column feed preheat outlet high on Train 4.,1/1/26 11:22:35,12155.699,15,-1
387,ALARM53040-Distillation column DP high (target=0.465).,1/1/26 11:22:49,12169.066,3,386
388,ALARM53121-Condenser cooling water valve saturated on Column 1.,1/1/26 11:22:55,12175.968,10,387
389,ALARM54121-Transfer pump minimum flow bypass opening at Tank 3.,1/1/26 11:23:07,12187.351,11,388
390,ALARM54050-Heat exchanger approach temperature out of range (target=0.939).,1/1/26 11:24:44,12284.077,4,388
391,ALARM55060-Tank vent valve failed to open at Tank 1.,1/1/26 11:31:04,12664.137,5,389
392,ALARM50010-Feed pump flow oscillation above limit on Train 3.,1/1/26 11:31:31,12691.837,0,-1
393,ALARM55230-Tank blanket gas pressure low at Tank 3.,1/1/26 11:31:31,12691.837,13,391
394,ALARM51020-Reactor jacket temperature drift at Vessel 12.,1/1/26 11:31:50,12710.986,1,392
395,ALARM51241-Flash drum level approach high before Column 1.,1/1/26 11:32:47,12767.512,15,394
396,ALARM53040-Distillation column DP high (target=1.106).,1/1/26 11:33:12,12792.235,3,395
397,ALARM51130-Reactor agitator torque high on Vessel 1.,1/1/26 11:33:49,12829.096,9,394
398,ALARM54050-Heat exchanger approach temperature out of range (target=-1.475).,1/1/26 11:38:13,13093.333,4,-1
399,ALARM54121-Transfer pump minimum flow bypass opening at Tank 3.,1/1/26 11:38:27,13107.079,11,398
400,ALARM55061-Tank vent pressure transmitter mismatch at Tank 2.,1/1/26 11:44:28,13468.165,5,399
401,ALARM55230-Tank blanket gas pressure low at Tank 1.,1/1/26 11:44:38,13478.094,13,400
402,ALARM57081-SIS interlock recovery sequence initiated.,1/1/26 11:49:08,13748.959,7,401
403,ALARM55060-Tank vent valve failed to open at Tank 3.,1/1/26 11:49:33,13773.157,5,-1
404,ALARM53041-Column tray flooding tendency detected.,1/1/26 11:49:38,13778.905,3,-1
405,ALARM55231-Inerting valve failed to regulate at Tank 2.,1/1/26 11:50:01,13801.336,13,403
406,ALARM50011-Feed pump discharge pressure ripple detected on Train 4.,1/1/26 11:50:06,13806.071,0,-1
407,ALARM51021-Reactor temperature control valve hunting on Loop B2.,1/1/26 11:50:06,13806.837,1,406
408,ALARM52030-Catalyst dosing deviation at Unit 1.,1/1/26 11:53:05,13985.458,2,-1
409,ALARM53120-Column overhead pressure high (limit=1.295).,1/1/26 11:53:05,13985.458,10,404
410,ALARM57080-Plant switched to safety recovery after chained process faults.,1/1/26 11:53:05,13985.458,7,405
411,ALARM50121-Feed surge drum level oscillation before Vessel 3.,1/1/26 11:53:05,13985.458,8,406
412,ALARM51130-Reactor agitator torque high on Vessel 5.,1/1/26 11:53:05,13985.458,9,407
413,ALARM51240-Column feed preheat outlet high on Train 3.,1/1/26 11:53:05,13985.458,15,407
414,ALARM51241-Flash drum level approach high before Column 2.,1/1/26 11:53:08,13988.373,15,411
415,ALARM53041-Column tray flooding tendency detected.,1/1/26 11:53:10,13990.534,3,414
416,ALARM53040-Distillation column DP high (target=0.411).,1/1/26 11:53:12,13992.749,3,413
417,ALARM52030-Catalyst dosing deviation at Unit 2.,1/1/26 11:53:14,13994.246,2,412
418,ALARM53121-Condenser cooling water valve saturated on Column 3.,1/1/26 11:53:17,13997.082,10,416
419,ALARM57080-Plant switched to safety recovery after chained process faults.,1/1/26 11:53:23,14003.803,7,-1
420,ALARM54120-Product run-down line temperature high before Tank 2.,1/1/26 11:53:26,14006.743,11,418
421,ALARM54050-Heat exchanger approach temperature out of range (target=0.387).,1/1/26 11:53:34,14014.553,4,408
422,ALARM52240-Sample probe conditioning temperature high on Stream A1.,1/1/26 11:53:43,14023.94,12,408
423,ALARM53120-Column overhead pressure high (limit=0.850).,1/1/26 11:53:43,14023.947,10,415
424,ALARM55060-Tank vent valve failed to open at Tank 1.,1/1/26 11:54:01,14041.747,5,420
425,ALARM54121-Transfer pump minimum flow bypass opening at Tank 2.,1/1/26 11:54:17,14057.254,11,409
426,ALARM54051-Heat exchanger fouling factor rising beyond control band.,1/1/26 11:54:21,14061.288,4,409
427,ALARM54120-Product run-down line temperature high before Tank 3.,1/1/26 11:54:28,14068.826,11,421
428,ALARM56071-Analyzer validation failed due to drift compensation limit.,1/1/26 11:54:29,14069.235,6,422
429,ALARM55060-Tank vent valve failed to open at Tank 1.,1/1/26 11:54:49,14089.861,5,427
430,ALARM55230-Tank blanket gas pressure low at Tank 4.,1/1/26 11:54:58,14098.009,13,424
431,ALARM52241-Fast loop sample lag detected before Analyzer 1.,1/1/26 11:54:58,14098.768,12,417
432,ALARM55231-Inerting valve failed to regulate at Tank 3.,1/1/26 11:55:00,14100.426,13,429
433,ALARM54120-Product run-down line temperature high before Tank 4.,1/1/26 11:55:16,14116.9,11,423
434,ALARM54050-Heat exchanger approach temperature out of range (target=-0.124).,1/1/26 11:55:17,14117.7,4,418
435,ALARM54051-Heat exchanger fouling factor rising beyond control band.,1/1/26 11:55:23,14123.686,4,423
436,ALARM57081-SIS interlock recovery sequence initiated.,1/1/26 11:55:54,14154.957,7,430
437,ALARM50011-Feed pump discharge pressure ripple detected on Train 4.,1/1/26 11:56:10,14170.279,0,-1
438,ALARM56221-SIS input discrepancy on analyzer trip chain A2.,1/1/26 11:56:10,14170.279,14,428
439,ALARM54120-Product run-down line temperature high before Tank 2.,1/1/26 11:56:13,14173.002,11,435
440,ALARM55060-Tank vent valve failed to open at Tank 4.,1/1/26 11:56:17,14177.282,5,433
441,ALARM51021-Reactor temperature control valve hunting on Loop B2.,1/1/26 11:56:46,14206.409,1,-1
442,ALARM57080-Plant switched to safety recovery after chained process faults.,1/1/26 11:56:46,14206.409,7,438
443,ALARM55060-Tank vent valve failed to open at Tank 1.,1/1/26 11:56:46,14206.409,5,439
444,ALARM55231-Inerting valve failed to regulate at Tank 2.,1/1/26 11:56:46,14206.409,13,440
445,ALARM51240-Column feed preheat outlet high on Train 2.,1/1/26 11:56:47,14207.178,15,441
446,ALARM54121-Transfer pump minimum flow bypass opening at Tank 3.,1/1/26 11:56:48,14208.527,11,434
447,ALARM51020-Reactor jacket temperature drift at Vessel 11.,1/1/26 11:56:51,14211.223,1,437
448,ALARM53041-Column tray flooding tendency detected.,1/1/26 11:57:06,14226.431,3,445
449,ALARM51241-Flash drum level approach high before Column 1.,1/1/26 11:57:08,14228.286,15,447
450,ALARM55061-Tank vent pressure transmitter mismatch at Tank 3.,1/1/26 11:57:34,14254.616,5,446
451,ALARM51131-Reactor baffle washout suspected on Loop A1.,1/1/26 11:57:39,14259.535,9,441
452,ALARM52030-Catalyst dosing deviation at Unit 3.,1/1/26 11:59:08,14348.712,2,-1
453,ALARM55230-Tank blanket gas pressure low at Tank 3.,1/1/26 11:59:08,14348.712,13,443
454,ALARM55230-Tank blanket gas pressure low at Tank 2.,1/1/26 11:59:08,14348.712,13,450
455,ALARM50011-Feed pump discharge pressure ripple detected on Train 4.,1/1/26 11:59:26,14366.305,0,-1
456,ALARM53040-Distillation column DP high (target=0.172).,1/1/26 11:59:26,14366.305,3,449
457,ALARM53121-Condenser cooling water valve saturated on Column 4.,1/1/26 11:59:26,14366.305,10,448
458,ALARM52031-Catalyst screw feeder under-delivery at Hopper 3.,1/1/26 11:59:26,14366.305,2,451
459,ALARM52241-Fast loop sample lag detected before Analyzer 1.,1/1/26 11:59:26,14366.305,12,452
460,ALARM56071-Analyzer validation failed due to drift compensation limit.,1/1/26 11:59:47,14387.447,6,-1
461,ALARM54050-Heat exchanger approach temperature out of range (target=-0.561).,1/1/26 11:59:47,14387.447,4,456
462,ALARM51020-Reactor jacket temperature drift at Vessel 9.,1/1/26 11:59:47,14387.447,1,455
463,ALARM57081-SIS interlock recovery sequence initiated.,1/1/26 11:59:47,14387.447,7,453
464,ALARM54051-Heat exchanger fouling factor rising beyond control band.,1/1/26 11:59:47,14387.447,4,458
465,ALARM54050-Heat exchanger approach temperature out of range (target=-0.750).,1/1/26 11:59:55,14395.821,4,452
466,ALARM54121-Transfer pump minimum flow bypass opening at Tank 1.,1/1/26 11:59:57,14397.956,11,457
467,ALARM54120-Product run-down line temperature high before Tank 4.,1/1/26 11:59:59,14399.493,11,465
468,ALARM51130-Reactor agitator torque high on Vessel 1.,1/1/26 12:00:04,14404.016,9,447
469,ALARM51130-Reactor agitator torque high on Vessel 8.,1/1/26 12:00:06,14406.947,9,462
470,ALARM54050-Heat exchanger approach temperature out of range (target=-0.453).,1/1/26 12:00:13,14413.013,4,457
471,ALARM56071-Analyzer validation failed due to drift compensation limit.,1/1/26 12:00:14,14414.261,6,459
472,ALARM51240-Column feed preheat outlet high on Train 4.,1/1/26 12:00:19,14419.017,15,462
473,ALARM57081-SIS interlock recovery sequence initiated.,1/1/26 12:00:30,14430.607,7,432
474,ALARM55060-Tank vent valve failed to open at Tank 1.,1/1/26 12:01:03,14463.127,5,467
475,ALARM55231-Inerting valve failed to regulate at Tank 3.,1/1/26 12:01:10,14470.444,13,474
476,ALARM56221-SIS input discrepancy on analyzer trip chain B2.,1/1/26 12:01:29,14489.546,14,460
477,ALARM54120-Product run-down line temperature high before Tank 2.,1/1/26 12:01:33,14493.135,11,464
478,ALARM56221-SIS input discrepancy on analyzer trip chain B1.,1/1/26 12:01:36,14496.81,14,471
479,ALARM54120-Product run-down line temperature high before Tank 4.,1/1/26 12:01:47,14507.444,11,461
480,ALARM55061-Tank vent pressure transmitter mismatch at Tank 3.,1/1/26 12:01:54,14514.308,5,477
481,ALARM57081-SIS interlock recovery sequence initiated.,1/1/26 12:02:09,14529.535,7,444
482,ALARM55230-Tank blanket gas pressure low at Tank 4.,1/1/26 12:02:13,14533.924,13,480
483,ALARM57081-SIS interlock recovery sequence initiated.,1/1/26 12:02:22,14542.143,7,478
484,ALARM56071-Analyzer validation failed due to drift compensation limit.,1/1/26 12:05:35,14735.104,6,-1
485,ALARM57080-Plant switched to safety recovery after chained process faults.,1/1/26 12:05:35,14735.104,7,476
486,ALARM57080-Plant switched to safety recovery after chained process faults.,1/1/26 12:05:35,14735.104,7,475
487,ALARM57081-SIS interlock recovery sequence initiated.,1/1/26 12:05:35,14735.104,7,482
488,ALARM56221-SIS input discrepancy on analyzer trip chain A2.,1/1/26 12:05:43,14743.532,14,484
489,ALARM57081-SIS interlock recovery sequence initiated.,1/1/26 12:06:02,14762.377,7,488
490,ALARM55060-Tank vent valve failed to open at Tank 4.,1/1/26 12:08:01,14881.566,5,479
491,ALARM55231-Inerting valve failed to regulate at Tank 1.,1/1/26 12:08:17,14897.874,13,490
492,ALARM57081-SIS interlock recovery sequence initiated.,1/1/26 12:09:04,14944.623,7,491
493,ALARM52031-Catalyst screw feeder under-delivery at Hopper 2.,1/1/26 12:10:07,15007.897,2,-1
494,ALARM54050-Heat exchanger approach temperature out of range (target=0.953).,1/1/26 12:10:48,15048.462,4,493
495,ALARM52241-Fast loop sample lag detected before Analyzer 3.,1/1/26 12:11:21,15081.981,12,493
496,ALARM54121-Transfer pump minimum flow bypass opening at Tank 1.,1/1/26 12:14:28,15268.806,11,494
497,ALARM56071-Analyzer validation failed due to drift compensation limit.,1/1/26 12:15:48,15348.355,6,495
498,ALARM55060-Tank vent valve failed to open at Tank 4.,1/1/26 12:16:54,15414.428,5,496
499,ALARM55230-Tank blanket gas pressure low at Tank 3.,1/1/26 12:17:07,15427.093,13,498
500,ALARM54120-Product run-down line temperature high before Tank 1.,1/1/26 12:18:12,15492.743,11,-1
501,ALARM57081-SIS interlock recovery sequence initiated.,1/1/26 12:18:12,15492.743,7,499
502,ALARM55061-Tank vent pressure transmitter mismatch at Tank 4.,1/1/26 12:18:30,15510.598,5,500
503,ALARM56220-Analyzer trip advisory raised to SIS voter on Rack 1.,1/1/26 12:18:37,15517.388,14,497
504,ALARM55230-Tank blanket gas pressure low at Tank 4.,1/1/26 12:18:41,15521.368,13,502
505,ALARM57080-Plant switched to safety recovery after chained process faults.,1/1/26 12:20:00,15600.889,7,504
506,ALARM50010-Feed pump flow oscillation above limit on Train 4.,1/1/26 12:20:45,15645.685,0,-1
507,ALARM50121-Feed surge drum level oscillation before Vessel 9.,1/1/26 12:21:19,15679.946,8,506
508,ALARM51020-Reactor jacket temperature drift at Vessel 8.,1/1/26 12:21:31,15691.045,1,507
509,ALARM51131-Reactor baffle washout suspected on Loop B2.,1/1/26 12:21:33,15693.546,9,508
510,ALARM51240-Column feed preheat outlet high on Train 3.,1/1/26 12:21:46,15706.97,15,507
511,ALARM54050-Heat exchanger approach temperature out of range (target=-0.791).,1/1/26 12:23:42,15822.796,4,-1
512,ALARM51240-Column feed preheat outlet high on Train 2.,1/1/26 12:23:42,15822.796,15,508
513,ALARM53040-Distillation column DP high (target=-0.304).,1/1/26 12:23:42,15822.796,3,510
514,ALARM52031-Catalyst screw feeder under-delivery at Hopper 3.,1/1/26 12:23:42,15822.796,2,509
515,ALARM51020-Reactor jacket temperature drift at Vessel 9.,1/1/26 12:23:42,15822.796,1,506
516,ALARM51241-Flash drum level approach high before Column 2.,1/1/26 12:23:59,15839.92,15,515
517,ALARM53040-Distillation column DP high (target=-0.162).,1/1/26 12:24:02,15842.68,3,512
518,ALARM54050-Heat exchanger approach temperature out of range (target=1.069).,1/1/26 12:24:07,15847.375,4,517
519,ALARM53120-Column overhead pressure high (limit=-0.099).,1/1/26 12:24:57,15897.481,10,513
520,ALARM53121-Condenser cooling water valve saturated on Column 3.,1/1/26 12:25:09,15909.043,10,517
521,ALARM54120-Product run-down line temperature high before Tank 2.,1/1/26 12:25:35,15935.021,11,511
522,ALARM53041-Column tray flooding tendency detected.,1/1/26 12:25:36,15936.813,3,516
523,ALARM52240-Sample probe conditioning temperature high on Stream A1.,1/1/26 12:25:56,15956.376,12,514
524,ALARM52031-Catalyst screw feeder under-delivery at Hopper 3.,1/1/26 12:27:05,16025.751,2,-1
525,ALARM53041-Column tray flooding tendency detected.,1/1/26 12:32:12,16332.207,3,-1
526,ALARM54120-Product run-down line temperature high before Tank 4.,1/1/26 12:32:12,16332.207,11,519
527,ALARM54050-Heat exchanger approach temperature out of range (target=-0.921).,1/1/26 12:32:12,16332.207,4,520
528,ALARM55061-Tank vent pressure transmitter mismatch at Tank 3.,1/1/26 12:32:12,16332.207,5,521
529,ALARM53121-Condenser cooling water valve saturated on Column 1.,1/1/26 12:32:12,16332.207,10,522
530,ALARM52240-Sample probe conditioning temperature high on Stream A1.,1/1/26 12:32:12,16332.207,12,524
531,ALARM54051-Heat exchanger fouling factor rising beyond control band.,1/1/26 12:32:12,16332.207,4,524
532,ALARM56070-Online analyzer quality outlier on Stream A2.,1/1/26 12:32:12,16332.207,6,523
533,ALARM54121-Transfer pump minimum flow bypass opening at Tank 4.,1/1/26 12:32:12,16332.207,11,520
534,ALARM54050-Heat exchanger approach temperature out of range (target=0.581).,1/1/26 12:32:12,16332.207,4,522
535,ALARM51131-Reactor baffle washout suspected on Loop A2.,1/1/26 12:32:12,16332.207,9,515
536,ALARM54121-Transfer pump minimum flow bypass opening at Tank 1.,1/1/26 12:32:19,16339.885,11,531
537,ALARM50010-Feed pump flow oscillation above limit on Train 4.,1/1/26 12:35:28,16528.886,0,-1
538,ALARM55060-Tank vent valve failed to open at Tank 4.,1/1/26 12:35:34,16534.847,5,-1
539,ALARM55230-Tank blanket gas pressure low at Tank 4.,1/1/26 12:35:34,16534.847,13,528
540,ALARM54051-Heat exchanger fouling factor rising beyond control band.,1/1/26 12:35:34,16534.847,4,529
541,ALARM54121-Transfer pump minimum flow bypass opening at Tank 4.,1/1/26 12:35:34,16534.847,11,527
542,ALARM55060-Tank vent valve failed to open at Tank 1.,1/1/26 12:35:34,16534.847,5,533
543,ALARM53121-Condenser cooling water valve saturated on Column 2.,1/1/26 12:35:34,16534.847,10,525
544,ALARM54050-Heat exchanger approach temperature out of range (target=-0.216).,1/1/26 12:35:35,16535.092,4,543
545,ALARM50120-Pre-reactor feed heater outlet temperature low on Train 1.,1/1/26 12:35:35,16535.322,8,537
546,ALARM51020-Reactor jacket temperature drift at Vessel 8.,1/1/26 12:35:35,16535.796,1,545
547,ALARM56220-Analyzer trip advisory raised to SIS voter on Rack 2.,1/1/26 12:35:38,16538.025,14,532
548,ALARM51241-Flash drum level approach high before Column 1.,1/1/26 12:35:38,16538.893,15,546
549,ALARM54120-Product run-down line temperature high before Tank 3.,1/1/26 12:35:43,16543.864,11,534
550,ALARM55230-Tank blanket gas pressure low at Tank 2.,1/1/26 12:35:49,16549.811,13,538
551,ALARM54120-Product run-down line temperature high before Tank 3.,1/1/26 12:35:55,16555.576,11,543
552,ALARM55231-Inerting valve failed to regulate at Tank 3.,1/1/26 12:35:57,16557.558,13,542
553,ALARM55060-Tank vent valve failed to open at Tank 3.,1/1/26 12:36:14,16574.122,5,551
554,ALARM51020-Reactor jacket temperature drift at Vessel 3.,1/1/26 12:36:15,16575.215,1,537
